"ScannedImage","Target","VulnerabilityID","PkgName","InstalledVersion","FixedVersion","Severity","PrimaryURL","Title"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49921","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49921","kernel: drm/amd/display: Check null pointers before used"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49920","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49920","kernel: drm/amd/display: Check null pointers before multiple uses"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49919","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49919","kernel: drm/amd/display: Add null check for head_pipe in dcn201_acquire_free_pipe_for_layer"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49918","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49918","kernel: drm/amd/display: Add null check for head_pipe in dcn32_acquire_idle_pipe_for_head_pipe_in_layer"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49917","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49917","kernel: drm/amd/display: Add NULL check for clk_mgr and clk_mgr-&gt;funcs in dcn30_init_hw"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49916","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49916","kernel: drm/amd/display: Add NULL check for clk_mgr and clk_mgr-&gt;funcs in dcn401_init_hw"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49915","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49915","kernel: drm/amd/display: Add NULL check for clk_mgr in dcn32_init_hw"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49914","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49914","kernel: drm/amd/display: Add null check for pipe_ctx-&gt;plane_state in dcn20_program_pipe"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49912","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49912","kernel: drm/amd/display: Handle null 'stream_status' in 'planes_changed_for_existing_stream'"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49911","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49911","kernel: drm/amd/display: Add NULL check for function pointer in dcn20_set_output_transfer_func"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49910","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49910","kernel: drm/amd/display: Add NULL check for function pointer in dcn401_set_output_transfer_func"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49908","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49908","kernel: drm/amd/display: Add null check for &#39;afb&#39; in amdgpu_dm_update_cursor (v2)"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49906","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49906","kernel: drm/amd/display: Check null pointer before try to access it"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49905","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49905","kernel: drm/amd/display: Add null check for &#39;afb&#39; in amdgpu_dm_plane_handle_cursor_update (v2)"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49901","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49901","kernel: drm/msm/adreno: Assign msm_gpu-&gt;pdev earlier to avoid nullptrs"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49899","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49899","kernel: drm/amd/display: Initialize denominators' default to 1"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49897","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49897","kernel: drm/amd/display: Check phantom_stream before it is used"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47141","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47141","kernel: pinmux: Use sequential access to access desc->pinmux data"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46870","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46870","kernel: drm/amd/display: Disable DMCUB timeout for DCN35"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46860","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46860","kernel: wifi: mt76: mt7921: fix NULL pointer access in mt7921_ipv6_addr_change"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46728","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46728","kernel: drm/amd/display: Check index for aux_rd_interval before using"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46727","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46727","kernel: drm/amd/display: Add otg_master NULL check within resource_log_pipe_topology_update"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46726","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46726","kernel: drm/amd/display: Ensure index calculation will not overflow"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46720","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46720","kernel: drm/amdgpu: fix dereference after null check"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46717","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46717","kernel: net/mlx5e: SHAMPO, Fix incorrect page release"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46716","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46716","kernel: dmaengine: altera-msgdma: properly free descriptor in msgdma_free_descriptor"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46715","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46715","kernel: driver: iio: add missing checks on iio_info&#39;s callback access"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46681","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46681","kernel: pktgen: use cpus_read_lock() in pg_net_init()"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46678","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46678","kernel: bonding: change ipsec_lock from spin lock to mutex"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-45828","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-45828","kernel: i3c: mipi-i3c-hci: Mask ring interrupts before ring stop request"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-45015","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-45015","kernel: drm/msm/dpu: move dpu_encoder&#39;s connector assignment to atomic_enable()"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-45009","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-45009","kernel: mptcp: pm: only decrement add_addr_accepted for MPJ req"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-44982","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-44982","kernel: drm/msm/dpu: cleanup FB if dpu_format_populate_layout fails"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-44972","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-44972","kernel: btrfs: do not clear page dirty inside extent_write_locked_range()"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-44969","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-44969","kernel: s390/sclp: Prevent release of buffer in I/O"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-44963","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-44963","kernel: btrfs: do not BUG_ON() when freeing tree block after error"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-44958","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-44958","kernel: sched/smt: Fix unbalance sched_smt_present dec/inc"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-44957","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-44957","kernel: xen: privcmd: Switch from mutex to spinlock for irqfds"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-44950","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-44950","kernel: serial: sc16is7xx: fix invalid FIFO access with special register set"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-44939","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-44939","kernel: jfs: fix null ptr deref in dtInsertEntry"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-43912","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-43912","kernel: wifi: nl80211: disallow setting special AP channel widths"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-43909","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-43909","kernel: drm/amdgpu/pm: Fix the null pointer dereference for smu7"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-43904","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-43904","kernel: drm/amd/display: Add null checks for 'stream' and 'plane' before dereferencing"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-43902","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-43902","kernel: drm/amd/display: Add null checker before passing variables"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-43901","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-43901","kernel: drm/amd/display: Fix NULL pointer dereference for DTN log in DCN401"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46730","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46730","kernel: drm/amd/display: Ensure array index tg_inst won&#39;t be -1"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46732","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46732","kernel: drm/amd/display: Assign linear_pitch_alignment even for VM"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46733","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46733","kernel: btrfs: fix qgroup reserve leaks in cow_file_range"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46751","linux-libc-dev","5.10.237-1","5.10.244-1","MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46751","kernel: btrfs: don&#39;t BUG_ON() when 0 reference count at btrfs_lookup_extent_info()"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46857","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46857","kernel: net/mlx5: Fix bridge mode operations when there are no VFs"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46855","linux-libc-dev","5.10.237-1","5.10.244-1","MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46855","kernel: netfilter: nft_socket: fix sk refcount leaks"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46848","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46848","kernel: perf/x86/intel: Limit the period on Haswell"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46842","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46842","kernel: scsi: lpfc: Handle mailbox timeouts in lpfc_get_sfp_info"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46834","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46834","kernel: ethtool: fail closed if we can&#39;t get max channel used in indirection tables"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46832","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46832","kernel: MIPS: cevt-r4k: Don&#39;t call get_c0_compare_int if timer irq is installed"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46826","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46826","kernel: ELF: fix kernel.randomize_va_space double read"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46825","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46825","kernel: wifi: iwlwifi: mvm: use IWL_FW_CHECK for link ID check"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46823","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46823","kernel: kunit/overflow: Fix UB in overflow_allocation_test"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46810","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46810","kernel: drm/bridge: tc358767: Check if fully initialized before signalling HPD event via IRQ"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46808","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46808","kernel: drm/amd/display: Add missing NULL pointer check within dpcd_extend_address_range"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46807","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46807","kernel: drm/amd/amdgpu: Check tbo resource pointer"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49937","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49937","kernel: wifi: cfg80211: Set correct chandef when starting CAC"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-46806","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-46806","kernel: drm/amdgpu: Fix the warning division or modulo by zero"
